duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,num_packet,type_attack
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,17,1,1,0,0,0.06,0.06,0,255,20,0.08,0.08,0,0,1,1,0,0,21,neptune
0,tcp,uucp_path,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,3,1,1,0,0,0.01,0.06,0,255,3,0.01,0.06,0,0,1,1,0,0,20,neptune
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,11,1,1,0,0,0.05,0.05,0,255,11,0.04,0.06,0,0,1,1,0,0,21,neptune
0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,1,1,1,0,0,0,0.07,0,255,1,0,0.08,0,0,1,1,0,0,18,neptune
0,tcp,sql_net,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,20,1,1,0,0,0.07,0.06,0,255,20,0.08,0.07,0,0,1,1,0,0,20,neptune
0,tcp,http,SF,221,392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,299,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,46,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,221,965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,59,255,1,0,0.02,0.02,0,0,0,0,21,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,14,1,1,0,0,0.05,0.05,0,255,4,0.02,0.07,0,0,1,1,0,0,18,neptune
0,tcp,http,SF,303,748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0.12,0.1,1,0,0.3,255,255,1,0,0,0,0,0,0.01,0.01,21,normal
0,tcp,http,SF,225,9284,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,1,0,0,159,255,1,0,0.01,0.02,0.01,0,0,0,21,normal
0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,9,1,1,0,0,0.08,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,20,neptune
0,tcp,http,SF,237,1484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,udp,domain_u,SF,45,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,1,0,0,255,242,0.95,0.01,0.01,0,0,0,0,0,21,normal
0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,19,1,1,0,0,0.08,0.05,0,255,19,0.07,0.05,0,0,1,1,0,0,20,neptune
0,tcp,ftp_data,SF,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,60,10,0.17,0.07,0.17,0,0,0,0.02,0,20,normal
0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,173,50,0.15,0.03,0.15,0.04,0,0.02,0,0,20,normal
0,tcp,ftp_data,SF,374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,104,86,0.35,0.04,0.35,0.02,0.02,0,0.47,0,21,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,16,0.98,1,0.02,0,0.33,0.08,0,255,6,0.02,0.07,0,0,1,1,0,0,18,neptune
0,tcp,smtp,SF,1343,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,182,187,0.75,0.03,0.01,0.01,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,17,1,1,0,0,0.13,0.05,0,255,30,0.12,0.05,0,0,1,1,0,0,20,neptune
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,9,1,1,0,0,0.04,0.06,0,255,10,0.04,0.06,0,0,1,1,0,0,21,neptune
1,tcp,private,RSTOS0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,0.66,0.5,0.34,0.5,0.01,0.41,0,255,2,0.01,0.31,0.75,0,0.49,0.5,0.26,0.5,20,portsweep
0,udp,domain_u,SF,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,150,0,0,0,0,1,0,0.01,255,174,0.68,0.02,0.01,0,0,0,0,0,20,normal
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,1,0,1,1,77,1,0,1,0.51,0,0,0,0,17,ipsweep
0,tcp,http,SF,303,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,25,13,0.52,0.12,0.04,0,0.28,0,0,0,19,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,10,1,1,0,0,0.04,0.06,0,255,9,0.04,0.07,0,0,1,1,0,0,21,neptune
0,tcp,mtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3,1,1,0,0,0.01,0.06,0,255,17,0.07,0.06,0,0,1,1,0,0,18,neptune
0,tcp,auth,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,17,0,0,1,1,0.06,0.06,0,255,17,0.07,0.07,0,0,0,0,1,1,20,neptune
0,udp,domain_u,SF,43,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,269,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,18,normal
0,tcp,http,SF,190,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,109,255,1,0,0.01,0.05,0,0,0,0,21,normal
0,tcp,sql_net,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,20,1,1,0,0,0.07,0.05,0,255,20,0.08,0.06,0,0,1,1,0,0,20,neptune
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,0.3,0,0,1,0,0.3,6,255,1,0,0.17,0.04,1,0.02,0,0,18,normal
9,udp,domain_u,SF,44,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,235,0,0,0,0,1,0,0.01,255,191,0.75,0.01,0,0,0,0,0,0,18,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,11,0,0,1,1,0.15,0.07,0,255,11,0.04,0.07,0,0,0,0,1,1,21,neptune
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,18,1,1,0,0,0.09,0.06,0,255,3,0.01,0.08,0,0,1,1,0,0,18,neptune
0,tcp,smtp,SF,1616,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,222,166,0.69,0.02,0,0.01,0,0,0,0,21,normal
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,1,0.94,0,0.06,0.52,0.06,0.11,193,57,0.3,0.02,0.01,0,1,1,0,0,17,neptune
0,udp,domain_u,SF,95,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,255,245,0.96,0.01,0.09,0,0,0,0,0,21,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,1,1,0,0,0.26,0.09,0,255,70,0.27,0.02,0.02,0,1,1,0,0,18,neptune
0,udp,domain_u,SF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,144,54,0.22,0.03,0.22,0.04,0,0,0,0,21,normal
0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.33,0.67,0,255,1,0,0.79,0.96,0,0,0,0,0,21,normal
0,tcp,http,SF,331,7104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0.29,193,255,1,0,0.01,0.02,0,0,0,0,21,normal
0,tcp,http,SF,302,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,252,0.99,0.01,0,0,0,0,0,0,21,normal
0,tcp,http,SF,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.04,0.04,0,0,1,0,0,88,255,1,0,0.01,0.01,0.01,0,0,0,20,normal
0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,218,0,0,0,0,1,0,0.01,255,255,1,0,0.01,0,0,0,0,0,18,normal
0,tcp,http,SF,203,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,32,255,1,0,0.03,0.02,0,0,0,0,21,normal
0,tcp,ftp_data,SF,965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,1,0,0,255,105,0.41,0.04,0.43,0,0,0.01,0,0,20,normal
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,19,1,1,0,0,0.08,0.06,0,255,19,0.07,0.06,0,0,1,1,0,0,20,neptune
0,tcp,http,SF,319,1598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,10,255,1,0,0.1,0.03,0,0,0,0,21,normal
0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,4,1,1,0,0,0.03,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,20,neptune
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,12,1,1,0,0,0.1,0.07,0,65,12,0.18,0.12,0.02,0,1,1,0,0,18,neptune
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,19,1,1,0,0,0.24,0.05,0,255,59,0.23,0.02,0,0,1,1,0,0,19,neptune
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,11,1,1,0,0,0.05,0.08,0,255,11,0.04,0.08,0,0,1,1,0,0,21,neptune
0,tcp,netbios_dgm,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,20,1,1,0,0,0.08,0.05,0,255,20,0.08,0.06,0,0,1,1,0,0,19,neptune
0,tcp,http,SF,242,505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,0.2,62,255,1,0,0.02,0.04,0,0,0,0,21,normal
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,53,53,1,0,0.02,0,0,0,0.04,0.04,13,back
1,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,0,0,1,1,0.03,0.54,0,246,2,0.01,0.17,0.31,0,0.01,0,0.51,1,18,portsweep
0,tcp,discard,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,15,1,1,0,0,0.12,0.06,0,255,9,0.04,0.06,0,0,1,1,0,0,19,neptune
0,tcp,http,SF,330,3841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,30,0,0,0,0,1,0,0.13,121,255,1,0,0.01,0.01,0,0,0.01,0,21,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0.5,1,0,232,1,0,0.05,0.02,0,0,0,0.03,1,17,portsweep
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.08,0,0,0,0,1,1,21,neptune
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,28,255,1,0,0.04,0.2,0,0,1,0.98,21,normal
0,icmp,urp_i,SF,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,21,0.08,0.01,0.11,0,0,0,0,0,19,normal
0,tcp,http,SF,170,1267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,46,255,1,0,0.02,0.02,0,0,0,0,21,normal
0,tcp,http,SF,335,7902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,255,1,0,0.33,0.02,0,0,0,0,21,normal
0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,1,0.88,0,0,1,0,0.19,156,138,0.47,0.01,0.01,0.01,0.99,0.54,0,0,17,neptune
11206,tcp,telnet,SF,119,4950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,147,27,0.18,0.05,0.01,0,0.01,0.04,0.01,0.07,20,normal
0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,4,1,1,0,0,0.02,0.07,0,255,1,0,0.08,0,0,1,1,0,0,20,neptune
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,14,0,0,1,1,0.09,0.05,0,255,14,0.05,0.07,0,0,0,0,1,1,21,neptune
2,tcp,time,SF,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10,10,1,0,0.1,0,0,0,0,0,20,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,6,1,1,0,0,0.03,0.06,0,236,6,0.03,0.07,0,0,0.94,1,0,0,18,neptune
0,tcp,sql_net,OTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,193,1,0.01,0.75,0.75,0,0.03,0,0.63,0,9,portsweep
0,tcp,http,SF,241,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,198,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,41,0,0.02,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,336,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,1,0,0.22,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,328,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,25,255,1,0,0.04,0.05,0,0,0,0,21,normal
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,15,243,1,0,0.07,0.1,0,0,1,1,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,15,1,1,0,0,0.05,0.06,0,255,15,0.06,0.07,0,0,1,1,0,0,21,neptune
0,tcp,smtp,SF,1375,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,177,171,0.67,0.02,0.01,0.01,0,0,0,0,21,normal
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,5,0,0,1,1,0.04,0.07,0,255,5,0.02,0.08,0,0,0,0,1,1,21,neptune
0,tcp,http,SF,158,2645,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,245,255,1,0,0,0.01,0,0,0,0,21,normal
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0.2,0.25,0.8,0.4,0,75,75,1,0,0.01,0,0,0,0.04,0.04,11,back
0,tcp,http,SF,236,11803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,auth,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,15,0,0,1,1,0.09,0.07,0,255,15,0.06,0.07,0,0,0,0,1,1,18,neptune
0,tcp,ftp_data,SF,1342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,228,93,0.41,0.02,0.41,0,0,0,0.03,0,21,normal
0,tcp,smtp,SF,2685,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,189,0.74,0.02,0,0,0,0,0,0,20,normal
0,tcp,http,SF,349,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,smtp,SF,1194,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,167,121,0.58,0.04,0.01,0.02,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,1,1,0,0,0.89,0.16,0,255,17,0.07,0.07,0,0,1,1,0,0,20,neptune
30895,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.75,1,0,0,0,1,1,15,portsweep
0,tcp,sunrpc,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,5,1,1,0,0,0.02,0.05,0,255,5,0.02,0.06,0,0,1,1,0,0,21,neptune
4940,udp,other,SF,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0.2,0.6,0,255,1,0,0.6,0.95,0,0,0,0,0,21,normal
0,tcp,netbios_ns,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,10,0,0,1,1,0.04,0.06,0,255,10,0.04,0.07,0,0,0,0,1,1,20,neptune
0,tcp,http,SF,206,704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,60,255,1,0,0.02,0.04,0,0,0,0,21,normal
0,tcp,http,SF,208,11541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,138,255,1,0,0.01,0.02,0,0,0,0,21,normal
0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,3,1,1,0,0,0.01,0.07,0,255,11,0.04,0.07,0,0,1,1,0,0,18,neptune
0,tcp,nnsp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,1,1,0,0,0.01,0.06,0,255,1,0,0.07,0,0,1,1,0,0,19,neptune
0,tcp,netbios_dgm,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,6,0,0,1,1,0.03,0.08,0,255,6,0.02,0.09,0,0,0,0,1,1,21,neptune
0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,11,1,1,0,0,0.04,0.06,0,255,11,0.04,0.06,0,0,1,1,0,0,20,neptune
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0.67,2,255,1,0,0.5,0.11,0,0,1,1,21,normal
0,tcp,http,SF,202,1885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,55,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,imap4,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,13,0,0,1,1,0.05,0.06,0,255,13,0.05,0.08,0,0,0,0,1,1,20,neptune
0,tcp,http,SF,198,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,56,255,1,0,0.02,0.04,0,0,0,0,21,normal
0,tcp,Z39_50,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,18,0,0,1,1,0.11,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,19,neptune
0,tcp,http,SF,161,17183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,whois,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,10,1,1,0,0,0.04,0.06,0,255,10,0.04,0.07,0,0,1,1,0,0,20,neptune
0,tcp,http,SF,289,1856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,79,255,1,0,0.01,0.04,0,0,0,0,21,normal
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,1,0,1,1,129,1,0,1,0.51,0,0,0,0,16,ipsweep
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.62,0.57,0,0.01,0,0.58,1,18,portsweep
53,tcp,telnet,SF,125,9979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,2,0.01,0.03,0,0,0,0,0,0,20,normal
0,tcp,http,SF,221,2622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,8,255,1,0,0.12,0.03,0,0,0,0,21,normal
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,1,1,25,1,0,1,0.52,0,0,0,0,16,ipsweep
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,24,1,1,0,0,0.1,0.04,0,255,24,0.09,0.05,0,0,1,1,0,0,21,neptune
0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,160,0,0,0,0,1,0,0.01,255,254,1,0.01,0.01,0,0,0,0,0,18,normal
27,tcp,ftp,SF,936,2720,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,199,45,0.23,0.04,0.01,0,0,0,0.01,0.02,18,normal
870,udp,other,SF,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,2,0.01,0.6,0.96,0,0,0,0,0,21,normal
0,tcp,http,SF,349,3326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,141,255,1,0,0.01,0.05,0,0,0,0,21,normal
0,tcp,auth,SF,10,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16,3,0.12,0.25,0.06,0.67,0,0,0,0,21,normal
0,udp,domain_u,SF,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,23,17,0.74,0.09,0.65,0,0,0,0,0,20,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,9,1,1,0,0,0.03,0.07,0,255,9,0.04,0.06,0,0,1,1,0,0,21,neptune
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.08,0,0.92,1,0,1,0,255,1,0,1,0,0,0.06,0,0.94,1,20,satan
0,tcp,http,SF,333,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,http,SF,316,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.01,0.01,21,normal
0,tcp,http,SF,241,2429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,44,255,1,0,0.02,0.04,0,0,0,0,21,normal
0,tcp,http,SF,221,1026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,3,0,0,1,1,0.01,0.07,0,255,3,0.01,0.07,0,0,0,0,1,1,20,neptune
0,icmp,urp_i,SF,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.33,1,0,255,13,0.05,0.01,0.07,0,0,0,0,0,19,normal
20963,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,255,2,0.01,0.62,1,0,0,0,1,1,15,portsweep
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,16,ipsweep
0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,1,1,69,1,0,1,0.51,0,0,0,0,16,ipsweep
0,tcp,http,SF,336,809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,21,normal
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,20,1,1,0,0,0.07,0.05,0,255,20,0.08,0.07,0,0,1,1,0,0,20,neptune
0,udp,domain_u,SF,46,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,155,0,0,0,0,1,0,0.01,255,232,0.91,0.01,0,0,0,0,0,0,19,normal
0,tcp,http_443,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,1,1,0,0,0.02,0.06,0,255,3,0.01,0.07,0,0,1,1,0,0,19,neptune
0,tcp,http,SF,300,581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0.29,21,114,1,0,0.05,0.04,0,0,0,0,21,normal
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,14,1,1,0,0,0.12,0.06,0,255,5,0.02,0.06,0,0,1,1,0,0,21,neptune
0,tcp,http,SF,243,2787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,21,normal
